fire Name,NER Name Extracted
June Lightning 2020,"('Domeland Wilderness', 'LOCATION'), ('Kern County Fire Department', 'ORGANIZATION'), ('Cedar Creek Campground', 'LOCATION'), ('Kern River Ranger District', 'LOCATION'), ('Breckenridge', 'LOCATION'), ('Kernville Ranger Station', 'LOCATION'), ('Kernville', 'LOCATION'), ('Smith', 'PERSON'), ('Porterville', 'LOCATION')"
Tadpole Fire,"('Adam Mendez', 'PERSON'), ('Trout Creek Road', 'LOCATION'), ('Jose Delgado', 'PERSON')"
Tortolita Fire ,"('Oro Valley', 'LOCATION'), ('Tortolita', 'LOCATION'), ('Tortolita Mountains', 'LOCATION')"
Good Fire,"('Continental', 'ORGANIZATION'), ('Brush Containment', 'ORGANIZATION'), ('Facebook', 'ORGANIZATION'), ('Gila Wilderness', 'LOCATION'), ('Gila National Forest', 'ORGANIZATION')"
Turkey Fire,"('Turkey', 'LOCATION')"
Bighorn Fire,"('Pima', 'LOCATION'), ('Pusch Ridge Wilderness', 'LOCATION'), ('Saddlebrooke', 'LOCATION'), ('Redington Road', 'LOCATION'), ('Pinal', 'LOCATION'), ('Coronado National Forest', 'ORGANIZATION'), ('Arizona', 'LOCATION'), ('Catalina Mountains', 'LOCATION'), ('Tucson', 'LOCATION'), ('Lemmon', 'PERSON'), ('Catalina Foothills', 'LOCATION'), ('Corey Robinson', 'PERSON'), ('Sabino Canyon', 'PERSON')"
Bringham Fire,"('Matt Bullmore', 'PERSON'), ('Organization', 'ORGANIZATION'), ('AZ', 'LOCATION'), ('Joe Names', 'PERSON'), ('Morenci', 'LOCATION'), ('White Mountain Zone', 'LOCATION'), ('Southwest Area Type', 'ORGANIZATION'), ('Clifton Ranger District', 'LOCATION'), ('Juan Miller', 'PERSON'), ('Southwest Incident Management Team', 'ORGANIZATION')"
Mangum Fire,"('Kaibab National Forest Fire Information Line', 'ORGANIZATION')"
Yandy Fire,"('Forest Service', 'ORGANIZATION'), ('Skellytown VFD', 'LOCATION'), ('Carson County', 'LOCATION')"
Fell Lane Fire,"('Forest Service', 'ORGANIZATION'), ('Wichita Falls Fire Department', 'ORGANIZATION'), ('Wichita County', 'LOCATION')"
Isom Creek Fire (#187),"('Kay Kudo', 'PERSON'), ('Yukon River', 'LOCATION'), ('Alyeska', 'ORGANIZATION'), ('BLM Alaska Fire Service', 'ORGANIZATION'), ('Yukon River Bridge', 'LOCATION'), ('Isom Creek Fire', 'ORGANIZATION'), ('Yukon River Camp', 'LOCATION'), ('Dalton Highway', 'LOCATION'), ('Ed Sanford', 'PERSON'), ('Alaska Type', 'ORGANIZATION'), ('Incident Management Black Team', 'ORGANIZATION'), ('Trans-Alaska Pipeline', 'LOCATION')"
Pig Fire,"('Hoover VFD', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('Gray County', 'LOCATION')"
Guns and Hoses Fire,"('Taylor County', 'LOCATION'), ('Abilene Fire Department', 'ORGANIZATION'), ('Forest Service', 'ORGANIZATION')"
Arroyo Grande Fire,"('Sonora Fire Department', 'ORGANIZATION'), ('Sutton County', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('Arroyo Grande', 'ORGANIZATION')"
Blue West 2 Fire,"('Forest Service', 'ORGANIZATION'), ('Blue West', 'ORGANIZATION'), ('National Park Service', 'ORGANIZATION'), ('Moore County', 'LOCATION')"
Tank Battery Fire,"('Forest Service', 'ORGANIZATION'), ('National Park Service', 'ORGANIZATION'), ('Potter County', 'LOCATION')"
Hog Fire,"('Incident Command Organization', 'ORGANIZATION'), ('CAL', 'LOCATION'), ('Trimmer Springs Road', 'LOCATION'), ('Lakeview Marina', 'LOCATION'), ('Maxon Road', 'LOCATION'), ('U.S. Forest Service', 'ORGANIZATION')"
Skull Fire,"('Forest Service', 'ORGANIZATION'), ('Shackelford County', 'LOCATION')"
Lost Creek Fire,"('Wyo', 'LOCATION'), ('Cody', 'LOCATION')"
McDaniel Fire,"('Forest Service', 'ORGANIZATION'), ('McDaniel', 'PERSON'), ('Robert Lee Fire Department', 'ORGANIZATION'), ('Coke County', 'LOCATION')"
Phantom Fire,"('Forest Service', 'ORGANIZATION'), ('Jones County', 'LOCATION')"
Lump Gulch Fire ,"('Brooklyn Bridge Timber Sale', 'LOCATION'), ('Clark National Forest', 'ORGANIZATION')"
Ant Fire,"('Kern County Fire Department', 'ORGANIZATION'), ('Highway Patrol', 'ORGANIZATION'), ('Tulare County Fire Department', 'ORGANIZATION'), ('US Fish & Wildlife', 'ORGANIZATION'), ('Forest Service', 'ORGANIZATION'), ('Bureau of Land Management', 'ORGANIZATION'), ('Kernville', 'LOCATION'), ('Kern River', 'LOCATION'), ('Sierra South', 'LOCATION')"
10 Mile Ranch Fire,"('Forest Service', 'ORGANIZATION'), ('Quail Valley Volunteer Fire Department', 'ORGANIZATION'), ('Tom Green County', 'LOCATION')"
Bush Fire,"('Tonto National Forest', 'ORGANIZATION'), ('AZ', 'LOCATION'), ('Mesa', 'LOCATION'), ('Arizona', 'LOCATION'), ('Bush', 'PERSON'), ('Arizona Central West Zone Type', 'ORGANIZATION')"
Wehmeyer Fire,"('Runnels County', 'LOCATION'), ('Wehmeyer', 'PERSON'), ('Forest Service', 'ORGANIZATION')"
Loading Pen,"('Haycamp Mesa', 'LOCATION'), ('Rico', 'PERSON'), ('Dolores Ranger District Office', 'ORGANIZATION'), ('Colorado', 'LOCATION'), ('Dolores', 'LOCATION'), ('Dolores River Valley', 'LOCATION')"
East Canyon,"('Mancos', 'LOCATION'), ('BLM', 'ORGANIZATION'), ('La Plata', 'LOCATION'), ('Colorado', 'LOCATION'), ('Cherry Creek Road', 'LOCATION'), ('Blue Team', 'ORGANIZATION'), ('Durango Interagency Type', 'ORGANIZATION'), ('Menefee Mountain', 'LOCATION'), ('Bureau of Land Management ( BLM', 'ORGANIZATION')"
2020 Humboldt-Toiyabe Initial Attack,"('Burnside', 'LOCATION'), ('JAKES', 'PERSON'), ('BOWERS', 'PERSON'), ('Mountain Springs', 'LOCATION'), ('Excelsior Mountain', 'LOCATION'), ('Humboldt Toiyabe National Forest', 'ORGANIZATION'), ('Parkway', 'LOCATION'), ('Hot Springs Rd', 'LOCATION'), ('Kalamazoo', 'LOCATION'), ('InciWeb', 'ORGANIZATION'), ('Charleston', 'LOCATION'), ('Mill Canyon', 'LOCATION'), ('East Creek', 'LOCATION'), ('Bassett Creek', 'PERSON'), ('BAGLEY', 'PERSON'), ('Alpine County', 'LOCATION'), ('Lovell Canyon Rd', 'LOCATION'), ('MURPHY', 'PERSON'), ('Gabbs', 'LOCATION'), ('CRAIG SPRINGS', 'PERSON'), ('Lee Canyon', 'LOCATION'), ('Hawkins Peak', 'LOCATION'), ('Wovoka Wilderness', 'LOCATION'), ('Kyle', 'PERSON'), ('Wellington Hills', 'LOCATION'), ('Peavine Mountain', 'LOCATION'), ('Markleeville', 'LOCATION'), ('Slinkard Valley', 'LOCATION'), ('BLACKWELL', 'PERSON'), ('WALLACE', 'PERSON'), ('Bowers Mansion', 'LOCATION'), ('Cottonwood Pass', 'LOCATION'), ('Silver Lake', 'LOCATION'), ('Washoe Valley', 'LOCATION'), ('Murphy Pond', 'LOCATION'), ('Charity Valley', 'LOCATION'), ('Coleville', 'LOCATION'), ('Hope Valley', 'LOCATION'), ('Garson', 'PERSON'), ('Ruby Mountains', 'LOCATION'), ('Mahogany Grove', 'LOCATION'), ('Wallace Canyon', 'LOCATION'), ('BASSETT', 'PERSON'), ('Bagley Valley', 'LOCATION'), ('Fuller Lake', 'LOCATION'), ('Schell Creek Range', 'LOCATION'), ('Wheeler Pass', 'LOCATION'), ('HUNTOON', 'PERSON'), ('MUSSER', 'PERSON'), ('Bridgeport', 'LOCATION'), ('Trout Canyon', 'LOCATION'), ('Middle Creek', 'LOCATION'), ('Winters Creek Rd', 'LOCATION'), ('China Springs', 'LOCATION'), ('Deer Creek', 'LOCATION'), ('Paradise Range', 'LOCATION'), ('Ruby Mountain', 'LOCATION')"
Lit Fire,"('Oldham County', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('Boys Ranch VFD', 'LOCATION')"
Coots Fire,"('Forest Service', 'ORGANIZATION'), ('Hartley County', 'LOCATION')"
Wilson Road Fire,"('US Forest Service', 'ORGANIZATION'), ('Rosebud Agency', 'ORGANIZATION'), ('Oglala Sioux Tribe', 'ORGANIZATION'), ('Pine Ridge Reservation', 'LOCATION')"
Walker Fire,"('BLM', 'ORGANIZATION'), ('Mother Lode Field Office', 'ORGANIZATION'), ('CalFire Tuolumne-Calaveras Unit', 'ORGANIZATION')"
Old Muddy Fire,"('Richard Lake', 'PERSON'), ('Forest Service', 'ORGANIZATION'), ('Potter County', 'LOCATION'), ('Potter County Fire Rescue', 'ORGANIZATION')"
Slade Fire,"('Forest Service', 'ORGANIZATION'), ('Sterling County', 'LOCATION')"
Farmer's Fire,"('Forest Service', 'ORGANIZATION'), ('Randall County', 'LOCATION')"
Vics Peak Fire,"('Magdalena Ranger District', 'LOCATION'), ('Magdalena Ranger District of the Cibola National Forest', 'ORGANIZATION'), ('San Mateo Mountains', 'LOCATION')"
Sand Creek Fire,"('Piedra Road', 'LOCATION'), ('Sand Creek', 'LOCATION'), ('Pagosa Springs', 'LOCATION')"
Central Fire,
Quarter Fire,"('Stanislaus National Forest Type', 'ORGANIZATION')"
Ferguson Fire,"('Ferguson Fire', 'ORGANIZATION'), ('Reagan County', 'LOCATION'), ('Forest Service', 'ORGANIZATION')"
2020 Coronado BAER,"('BAER', 'ORGANIZATION'), ('BAER', 'PERSON'), ('Long-Term Recovery and Restoration Fire Suppression Repair', 'ORGANIZATION')"
Paxton Fire,"('Reagan County', 'LOCATION'), ('Forest Service', 'ORGANIZATION')"
R2 Fire,
Aquila Fire,"('Arizona State Forestry', 'ORGANIZATION'), ('Aquila', 'ORGANIZATION'), ('Carefree Highway', 'LOCATION')"
S1 Fire,"('Nevada', 'LOCATION'), ('BLM Applegate Field Office', 'ORGANIZATION'), ('Washoe County', 'LOCATION')"
Brown Fire,"('Nev.', 'LOCATION'), ('Lund', 'LOCATION')"
Monarch Fire,"('Story County Fire Protection District', 'ORGANIZATION'), ('IMT', 'ORGANIZATION'), ('Reno Fire Department', 'ORGANIZATION'), ('Tahoe Douglas Fire Protection District', 'ORGANIZATION'), ('Central Lyon County Fire Protection District', 'ORGANIZATION'), ('Nevada Division of Forestry , North Lake Tahoe Fire Protection District', 'ORGANIZATION'), ('North Lyon County Fire Protection District', 'ORGANIZATION'), ('East Fork Fire Protection District', 'ORGANIZATION'), ('Bureau of Land Management', 'ORGANIZATION'), ('Truckee Meadows Fire Protection District', 'ORGANIZATION'), ('Lyon County Fire Protection District', 'ORGANIZATION'), ('U.S. Forest Service', 'ORGANIZATION')"
2020 Tonto NF BAER Information,"('Long-Term Recovery and Restoration', 'ORGANIZATION'), ('BAER', 'ORGANIZATION'), ('BAER', 'PERSON'), ('Long-Term Recovery and Restoration o Fire Suppression Repair', 'ORGANIZATION')"
Hackberry,"('Forest Service', 'ORGANIZATION'), ('Potter County', 'LOCATION')"
Bend Fire,"('CalFire', 'ORGANIZATION'), ('BLM', 'ORGANIZATION'), ('Bakersfield Field Office', 'ORGANIZATION'), ('California', 'LOCATION')"
Aurora Fire,"('Mono County', 'LOCATION'), ('BLM California', 'LOCATION'), ('Dry Lake Plateau', 'LOCATION'), ('Bodie State Historic Park', 'LOCATION'), ('Bridgeport', 'LOCATION'), ('Bureau of Land Management Direct Protection Area', 'ORGANIZATION'), ('Reno', 'PERSON'), ('Bishop Field Office', 'ORGANIZATION')"
Twin Fire,"('Nev.', 'LOCATION'), ('Caliente', 'LOCATION')"
Miller Fire,
Poeville Fire,"('Lunsford', 'PERSON'), ('Wells Avenue', 'LOCATION'), ('Golden Valley Beacon Drive Crest Hill Road Ruby Mountain Road The Humboldt-Toiyabe National Forest', 'LOCATION'), ('Nevada', 'LOCATION'), ('Reno', 'LOCATION'), ('Washoe County Sheriffs', 'LOCATION'), ('Uhlig', 'PERSON'), ('Nevada Interagency Team', 'ORGANIZATION'), ('Heindel Road', 'LOCATION'), ('Robert Willis', 'PERSON'), ('Lemmon Drive', 'LOCATION'), ('Reno Livestock Events Center', 'ORGANIZATION'), ('Myers Ave', 'PERSON'), ('Raleigh Heights Mobile', 'LOCATION'), ('Truckee Meadows Fire Protection District', 'ORGANIZATION'), ('IC', 'LOCATION'), ('Kyle Mitchell', 'PERSON'), ('Peavine Mountain', 'LOCATION')"
Mahogany Fire,
Wood Springs 2 Fire,"('Sage House Wash', 'ORGANIZATION'), ('Wood Springs', 'ORGANIZATION'), ('Oak Creek Mountain', 'LOCATION'), ('Navajo Nation', 'ORGANIZATION'), ('Fluted Rock', 'LOCATION'), ('Nazlini', 'LOCATION')"
Osage Fire,"('Forest Service', 'ORGANIZATION'), ('Local Randall County Fire Departments', 'ORGANIZATION'), ('Texas', 'LOCATION'), ('Osage', 'LOCATION')"
Flat Fire,"('Cal Trans', 'ORGANIZATION'), ('Burnt Ranch Campground', 'LOCATION')"
Cheese Fire,"('Forest Service', 'ORGANIZATION'), ('Randall County', 'LOCATION'), ('Texas', 'LOCATION'), ('Potter', 'PERSON'), ('Tanglewood', 'LOCATION'), ('Randall', 'PERSON')"
Canal Fire,"('BLM', 'ORGANIZATION'), ('Oak Creek Canyon', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('Oak City', 'LOCATION'), ('Oak Creek Canyon', 'ORGANIZATION'), ('TFR', 'ORGANIZATION'), ('Utah', 'LOCATION'), ('Millard County', 'LOCATION')"
Cub Fire,
Channel Fire,"('Forest Service', 'ORGANIZATION'), ('Tom Green County', 'LOCATION')"
Split Fire,"('Rainbow Park', 'LOCATION'), ('Dinosaur National Monument', 'ORGANIZATION'), ('Split Mountain', 'LOCATION')"
Mount R Fire,"('Keller Peak', 'LOCATION'), ('City Creek Road', 'LOCATION'), ('Phoenix', 'LOCATION'), ('Keller Peak Yellow Post', 'ORGANIZATION'), ('Alder Creek Road', 'LOCATION')"
7D2 Fire,"('Forest Service', 'ORGANIZATION'), ('Sterling County', 'LOCATION'), ('Texas', 'LOCATION')"
Polles Fire,"('Ariz.', 'LOCATION'), ('Tonto National Forest', 'ORGANIZATION'), ('AZ', 'LOCATION'), ('Pine-Strawberry', 'LOCATION'), ('Payson', 'LOCATION'), ('Arizona', 'LOCATION'), ('Polles Fire Public Information Fie Information', 'ORGANIZATION'), ('NF Facebook', 'ORGANIZATION'), ('Payson', 'PERSON')"
Sundial South Fire,"('St. Louis County', 'LOCATION'), ('Iron Lake', 'LOCATION'), ('Minnesota', 'LOCATION'), ('Superior National Forest', 'LOCATION'), ('Lake County', 'LOCATION')"
212/213/Independence Fires,"('Lake Vermilion', 'LOCATION'), ('Kawishiwi Ranger District', 'LOCATION'), ('St. Louis County', 'LOCATION'), ('Minnesota', 'LOCATION'), ('Ely', 'PERSON'), ('Trout Lake', 'LOCATION'), ('Birch Lake', 'LOCATION'), ('Superior National Forest', 'LOCATION'), ('Lake County', 'LOCATION'), ('La Croix Ranger District', 'LOCATION')"
Soledad Fire,"('AQMD', 'ORGANIZATION'), ('Agua Dulce', 'PERSON'), ('Angeles National Forest', 'ORGANIZATION'), ('Santa Clarita', 'LOCATION'), ('Los Angeles County', 'LOCATION')"
Numbers Fire,"('Nevada', 'LOCATION'), ('Douglas County', 'LOCATION'), ('Gardnerville', 'LOCATION'), ('Bureau of Indian Affairs Western Nevada Agency', 'ORGANIZATION'), ('BLM Carson City District', 'ORGANIZATION'), ('Carson City District of the Bureau of Land Management Nevada', 'ORGANIZATION')"
Meadow Valley Fire,"('Nev.', 'LOCATION'), ('Delmar Range', 'LOCATION'), ('Lincoln County Fire Protection District', 'ORGANIZATION'), ('Forest Service', 'ORGANIZATION'), ('Nevada Task Force', 'ORGANIZATION'), ('Delamar Mountains Wilderness', 'LOCATION'), ('U.S.', 'LOCATION'), ('Alamo', 'LOCATION')"
YMCA Fire,"('YMCA', 'ORGANIZATION')"
Ojo de Los Casos,"('Mountainair Ranger District of the Cibola National Forest', 'ORGANIZATION'), ('Chilili Land Grant', 'ORGANIZATION'), ('Capilla Lookout', 'ORGANIZATION'), ('Doghead', 'PERSON')"
CC Fire,"('Carson Fire Department', 'ORGANIZATION'), ('Forest Service', 'ORGANIZATION'), ('Carson', 'LOCATION'), ('Texas', 'LOCATION'), ('Fritch', 'PERSON'), ('Borger', 'PERSON'), ('NPS', 'ORGANIZATION')"
Lightning West Fire ,"('Unified Command', 'ORGANIZATION'), ('Forest Service', 'ORGANIZATION'), ('Texas', 'LOCATION'), ('Behavior-LowIC-Ben Rieck', 'PERSON'), ('Borger Fire Department', 'ORGANIZATION')"
Campbell Rd Fire,
Oxbow Fire,"('Unified Command', 'ORGANIZATION'), ('Forest Service', 'ORGANIZATION'), ('Texas', 'LOCATION')"
Navarro Fire,"('ein.az.govready-set-goArizona Department of Forestry', 'ORGANIZATION'), ('Green Valley', 'LOCATION'), ('Fire Management Facebook', 'ORGANIZATION'), ('Sierrita Mountains', 'LOCATION'), ('Sahuarita', 'LOCATION'), ('Pima County', 'LOCATION')"
Jackson  and Horse Fires,
Sims Fire,"('Concho County', 'LOCATION'), ('Unified Command', 'ORGANIZATION'), ('Forest Service', 'ORGANIZATION'), ('Texas', 'LOCATION')"
90 Fire,
Blue Creek Fire,"('Blue Creek Fire', 'ORGANIZATION'), ('Forest Service', 'ORGANIZATION'), ('Texas', 'LOCATION'), ('Moore County', 'LOCATION'), ('Blue Creek Fire', 'LOCATION'), ('National Park Service', 'ORGANIZATION')"
Big Summit ,"('Utah', 'LOCATION'), ('Ely District of the BLM', 'ORGANIZATION'), ('Hamlin Valley', 'LOCATION'), ('Nevada', 'LOCATION')"
Mulberry Creek Fire,"('Taylor County', 'LOCATION'), ('Unified Command', 'ORGANIZATION'), ('Forest Service', 'ORGANIZATION'), ('Texas', 'LOCATION')"
Game Ranch Fire,"('Unified Command', 'ORGANIZATION'), ('Forest Service', 'ORGANIZATION'), ('Texas', 'LOCATION'), ('Nolan County', 'LOCATION')"
Buffalo Creek Fire,"('Buffalo Creek Fire', 'ORGANIZATION'), ('Mills County', 'LOCATION'), ('Unified Command', 'ORGANIZATION'), ('Forest Service', 'ORGANIZATION'), ('Texas', 'LOCATION')"
Mineral Fire,"('BLM', 'ORGANIZATION'), ('Coalinga Mineral Springs National Recreation Trail', 'ORGANIZATION'), ('Central Coast Field Office', 'ORGANIZATION'), ('BLM California', 'LOCATION'), ('CalFire', 'ORGANIZATION'), ('Coalinga Mineral Springs County Park', 'LOCATION'), ('Kreyenhagen Peak', 'PERSON')"
Gate 5 Fire,"('Unified Command', 'ORGANIZATION'), ('Forest Service', 'ORGANIZATION'), ('Texas', 'LOCATION'), ('US', 'LOCATION'), ('McCulloch County', 'LOCATION')"
Waldrop Fire,"('McCulloch County', 'LOCATION'), ('Unified Command', 'ORGANIZATION'), ('Forest Service', 'ORGANIZATION'), ('Texas', 'LOCATION')"
Fawn Creek Fire,"('Blue Team', 'ORGANIZATION'), ('Fawn Creek', 'LOCATION'), ('Stewart', 'PERSON'), ('Rio Blanco County', 'LOCATION')"
Stewart Fire,"('Blue Team', 'ORGANIZATION'), ('Fawn Creek', 'LOCATION'), ('Stewart', 'PERSON'), ('Rio Blanco County', 'LOCATION')"
Wolf Fire,"('Blue Team', 'ORGANIZATION'), ('Fawn Creek', 'LOCATION'), ('Stewart', 'PERSON'), ('Rio Blanco County', 'LOCATION')"
Horse,
Stewart Canyon,"('Nev.', 'LOCATION'), ('Delmar Range', 'LOCATION'), ('Alamo', 'LOCATION')"
Thumb Fire,"('Grand Canyon National Park', 'LOCATION')"
Cottonwood Fire,"('William Dunkelberger', 'PERSON'), ('Spring Mountain National Recreation Area', 'ORGANIZATION'), ('Humboldt-Toiyabe National Forest', 'ORGANIZATION')"
Park Fire,
Shoe Bar Complex,"('Forest Service Resources', 'ORGANIZATION'), ('Texas', 'LOCATION')"
Modoc Lightning Fires 2020,"('Modoc National Forest Management', 'ORGANIZATION'), ('SEC', 'ORGANIZATION')"
Hog Fire,"('Mason Station Trailhead', 'LOCATION'), ('Corral Tralhead', 'ORGANIZATION'), ('Susanville.The Bizz Johnson National Recreation Trail', 'LOCATION'), ('Susanville', 'LOCATION'), ('Devil', 'PERSON'), ('California State Highway 44', 'LOCATION')"
Gold Fire,"('Lassen County Road', 'LOCATION'), ('California', 'LOCATION')"
Ben Young Fire,"('Eric Knerr', 'PERSON'), ('Morgan Butte Fire Lookout', 'ORGANIZATION'), ('Oregon Department of Forestry', 'ORGANIZATION'), ('Bureau of Land Management', 'ORGANIZATION'), ('Paisley', 'LOCATION'), ('U.S. Forest Service', 'ORGANIZATION')"
Milepost 21 Fire,"('Hoopa Valley', 'LOCATION'), ('California Interagency Incident Management Team', 'ORGANIZATION'), ('Hoopa Fire Department', 'ORGANIZATION'), ('Milepost', 'ORGANIZATION')"
Monarch Fire,"('Unified Command', 'ORGANIZATION'), ('Forest Service', 'ORGANIZATION'), ('Texas', 'LOCATION'), ('Val Verde County', 'LOCATION')"
580 Fire,"('Lampasas County', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('Lampasas Fire Department', 'ORGANIZATION'), ('Texas', 'LOCATION')"
Greenhouse Fire,"('Nespelem', 'LOCATION'), ('Columbia River Road', 'LOCATION'), ('Colville Confederated Tribes', 'ORGANIZATION'), ('Washington', 'LOCATION')"
Rock,"('White Pine County', 'LOCATION'), ('Nev.', 'LOCATION'), ('North Spring', 'LOCATION')"
KNF Lightning July 2020,"('Little Soda Fire', 'ORGANIZATION'), ('Oregon', 'LOCATION'), ('California', 'LOCATION'), ('Klamath National Forest', 'ORGANIZATION')"
Blue Jay Fire,"('Blue Jay Fire Web Map National Air Quality', 'ORGANIZATION'), ('Yosemite National Park', 'LOCATION'), ('Pate Valley Trail', 'LOCATION'), ('Lukens Lake', 'LOCATION'), ('Tioga Road', 'LOCATION'), ('Yosemite Valley', 'LOCATION'), ('Lukens Lake', 'ORGANIZATION'), ('White Wolf', 'LOCATION'), ('Yosemite Creek Campground -Yosemite Creek Campground', 'LOCATION'), ('Blue Jay Fire', 'ORGANIZATION'), ('Harden Lake', 'LOCATION'), ('Glacier Point Road', 'LOCATION'), ('Grant Lake', 'LOCATION'), ('Ten Lakes', 'LOCATION')"
Bridge Fire,"(""O'Brien Mountain"", 'LOCATION'), ('Shasta Lake', 'LOCATION')"
Red Salmon Complex,"('California Department of Transportation', 'ORGANIZATION'), ('Salyer', 'PERSON'), ('Blaine Mountain', 'LOCATION'), ('Scott Valley', 'LOCATION'), ('Salmon', 'LOCATION'), ('Trinity Village', 'ORGANIZATION'), ('Pony Creek', 'LOCATION'), ('Orleans', 'LOCATION'), ('Trinity Alps Wilderness Area', 'LOCATION'), ('Plummer Creek Drainage', 'LOCATION'), ('Humboldt', 'LOCATION'), ('Hoopa Valley', 'LOCATION'), ('Denny', 'PERSON'), ('Cecilville', 'LOCATION'), ('Red Salmon Complex', 'ORGANIZATION'), ('Klamath', 'LOCATION'), ('Willow Creek', 'LOCATION'), ('Siskiyou', 'LOCATION')"
S4 Fire,"('Nev', 'LOCATION'), ('BLM-California Applegate Field Office', 'ORGANIZATION'), ('Sheldon National Wildlife Refuge', 'LOCATION'), ('Washoe County', 'LOCATION')"
Anglin Fire,"('Okanogan County', 'LOCATION'), ('Green and Blue Lake Fires', 'ORGANIZATION'), ('Riverside', 'LOCATION'), ('WA', 'LOCATION'), ('Northeast Washington Interagency Incident Management Team', 'ORGANIZATION'), ('Anglin', 'LOCATION'), ('Blue Lake', 'LOCATION'), ('Concunully', 'LOCATION'), ('Tonasket', 'LOCATION')"
Bald Fire,"('Cabin Creek Trail', 'LOCATION'), ('Dunsmuir', 'LOCATION'), ('Shasta McCloud Management Unit', 'ORGANIZATION'), ('East of Castella', 'LOCATION'), ('CA', 'LOCATION'), ('Bald Mountain.All', 'LOCATION'), ('Pacific Crest Trail', 'LOCATION')"
Matlock Fire,"('Umatilla National Forest', 'ORGANIZATION'), ('Ukiah', 'LOCATION'), ('Oregon', 'LOCATION'), ('Oregon Department of Forestry', 'ORGANIZATION')"
Bishop,"('Nevada', 'LOCATION'), ('Ely District BLM', 'ORGANIZATION'), ('Rainbow Canyon', 'LOCATION'), ('Caliente', 'LOCATION')"
